writer,num_articles,gender,last_url
Jared Diamond,5,male,https://www.wsj.com/articles/baseball-has-a-home-run-crisis-11562603173?mod=hp_major_pos8
Craig Nelson,1,male,https://www.wsj.com/articles/u-s-envoy-points-to-progress-in-afghan-peace-talks-with-taliban-11562515972?mod=hp_listb_pos3
Afghanistan,3,unknown,https://www.nbcnews.com/news/world/last-few-remaining-u-s-veterans-thanked-75th-anniversary-d-n1014401
Mia Berry,4,female,http://www.latimes.com/sports/dodgers/la-sp-dodgers-non-all-stars-plans-break-rest-20190707-story.html
Wendy R. Sherman,2,female,http://www.latimes.com/opinion/op-ed/la-oe-sherman-iran-war-bolton-trump-20190618-story.html
Carol Graham,1,male,http://www.latimes.com/opinion/op-ed/la-oe-graham-make-america-happy-again-measuring-well-being-20190617-story.html
Steve Oney,1,male,http://www.latimes.com/opinion/op-ed/la-oe-oney-fathers-day-memoir-20190616-story.html
Nolan Gasser,1,male,http://www.latimes.com/opinion/op-ed/la-oe-gasser-music-unifying-20190616-story.html
Stephanie Ebbert,1,female,https://apps.bostonglobe.com/metro/graphics/2018/09/transgender-ballot-question/
Jenna Russell,1,female,https://apps.bostonglobe.com/metro/graphics/2018/06/lorenzen-fire/
Natalia Dankeriya,12,female,http://arabic.rt.com/middle_east/1029805-%D9%87%D9%84-%D9%8A%D9%84%D8%AA%D8%B2%D9%85-%D8%A7%D9%84%D8%AD%D8%B4%D8%AF-%D8%A7%D9%84%D8%B4%D8%B9%D8%A8%D9%8A-%D8%A8%D8%A7%D9%84%D8%A3%D9%85%D8%B1-%D8%A7%D9%84%D8%AF%D9%8A%D9%88%D8%A7%D9%86%D9%8A-%D8%A7%D9%84%D8%AD%D9%83%D9%88%D9%85%D9%8A/
Hanna Dima,3,female,http://arabic.rt.com/technology/1027874-%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A-%D8%A3%D8%AF%D8%A7%D8%A9-%D9%8A%D9%82%D8%B8%D8%A9-%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%AF-%D8%A7%D9%84%D9%82%D9%87%D9%88%D8%A9/
Alan Fisher,1,male,https://www.aljazeera.com/news/2019/06/president-trump-seek-term-2020-election-190617172127137.html
Daniel Gessner,1,male,https://www.businessinsider.com/electric-vehicle-startup-rivian-versus-tesla-ford-amazon-2019-6
Adam Bauer,1,male,https://www.businessinsider.com/chase-sapphire-card-points-miles-beginners-2019-6
Sara Lindberg,1,female,https://businessinsider.com/how-exec-level-job-hunters-should-optimize-their-linkedin-2019-6
Ben Mcleay,4,male,https://www.pedestrian.tv/news/fiona-patten-malcolm-roberts/
Tegan Jones,8,female,https://www.gizmodo.com.au/2019/07/akira-is-getting-a-4k-remaster-and-a-new-anime/
Matt Novak,6,male,https://www.gizmodo.com.au/2019/06/massive-cyber-heist-bankrupts-medical-debt-collector/
Stefanie O'Connell,1,female,https://www.businessinsider.com/im-not-having-bridesmaids-in-my-wedding-and-heres-why-2019-6
Belinda Luscombe,1,female,https://www.businessinsider.com/fighting-with-your-partner-about-money-blame-your-parents-2019-6
Laura Mccamy,5,female,https://www.businessinsider.com/how-to-change-icloud-account-on-iphone
Sarah Li Cain,4,female,https://www.businessinsider.com/what-i-would-tell-20-year-old-self-building-wealth-2019-7
Darcy Schild,1,male,https://www.businessinsider.com/surprisingly-expensive-things-you-can-buy-at-costco-2019-6
Gus Contreras,2,male,https://www.npr.org/2019/07/09/739571924/divino-ni-o-uses-old-friendships-and-retro-sounds-to-create-a-little-vacation
Kate Payne,1,female,https://www.npr.org/2019/06/08/730941567/on-the-trail-with-democrat-steve-bullock-the-only-one-that-won-a-trump-state
Jennifer Burton,1,female,https://www.politico.com/magazine/story/2019/06/13/democrats-dccc-blackball-consultants-women-minorities-227108
John Prendergast,3,male,https://www.politico.com/magazine/story/2019/06/11/george-clooney-congress-save-sudan-227102
Sarah Cammarata,7,female,https://www.politico.com/story/2019/06/20/white-house-ferris-wheel-1374096
Teddy Ng I,2,male,https://www.politico.com/story/2019/05/15/china-xi-jinping-clash-of-civilizations-1440898
Liu Zhen,1,unknown,https://www.politico.com/story/2019/06/15/hong-kong-extradition-bill-us-china-1365847
David Patrikarakos,3,male,https://www.politico.eu/article/greece-politics-family-affair-election/
Alan Posener,2,male,https://www.theguardian.com/world/2019/jun/18/angela-merkel-blames-dehydration-for-shakes
Iain Chambers,1,male,https://www.theguardian.com/us-news/audio/2019/jul/04/is-a-new-generation-taking-over-the-democratic-party-podcast
Laura Laker,1,female,https://www.theguardian.com/cities/2019/jun/18/welcome-watch-or-ban-how-should-cities-deal-with-electric-scooters
Antoine Buyse,1,male,https://www.theguardian.com/commentisfree/2019/jun/18/sudan-hong-kong-protest-changing-hope-rising
Mark Schapiro,3,male,https://www.theguardian.com/environment/2019/jun/19/how-witnessing-a-police-shooting-put-a-guatemalan-journalist-in-danger
Graham Hardcastle,2,male,https://www.theguardian.com/sport/live/2019/jun/19/county-cricket-kent-v-notts-yorkshire-v-warwickshire-and-more-live
Tony Paley,1,male,https://www.theguardian.com/sport/live/2019/apr/06/grand-national-day-2019-live
Kieran Meeke,1,male,https://www.theguardian.com/travel/2019/jun/18/ireland-county-kerry-reeks-district-big-five-adventure-challenge
Anne Perkins,1,female,https://www.theguardian.com/fashion/2019/jun/17/fendi-shows-italian-summers-with-help-of-luca-guadagnino
Rodrigo Abd,1,male,https://www.washingtonpost.com/news/in-sight/wp/2019/01/09/haunting-photos-show-the-aftermath-of-a-devastating-volcanic-eruption-in-guatemala/
Jonathan Browning,1,male,https://www.theguardian.com/cities/gallery/2019/jun/18/labour-of-luxury-the-migrant-workers-who-build-high-end-shanghai-in-pictures
Shane Hickey,1,male,https://www.theguardian.com/technology/2019/jun/16/facebook-cryptocurrency-get-ready-to-spend-money
Jill Priluck,2,female,https://www.theguardian.com/commentisfree/2019/jul/01/americas-corporate-activism-the-rise-of-the-ceo-as-social-justice-warrior
Eoin O'Callaghan,1,unknown,https://www.theguardian.com/sport/2019/jun/18/virtue-moir-canada-ice-dance-winter-olympics
Colleen Connolly,1,female,https://www.theguardian.com/us-news/2019/jun/18/migrants-indigenous-languages-us-schools
Arron Merat,1,male,https://www.theguardian.com/world/2019/jun/18/the-saudis-couldnt-do-it-without-us-the-uks-true-role-in-yemens-deadly-war
Mary Anne Marsh,2,male,https://www.foxnews.com/opinion/mary-anne-marsh-what-a-difference-a-debate-makes-who-gained-and-who-lost-among-the-democratic-candidates
Lakshmi Gandhi,2,unknown,https://www.nbcnews.com/news/asian-america/how-philippine-drug-war-inspired-novelist-randy-ribay-s-patron-n1018411
Natalie B. Compton,1,female,http://www.latimes.com/home/la-hm-la-affairs-natalie-compton-20190622-story.html
Gemma Correll,2,female,http://www.thelily.com/welcome-to-menstrualand-the-worlds-first-period-theme-park/
Sebastian Smith,2,male,https://news.yahoo.com/four-key-points-divisive-trumps-path-reelection-144437494.html
David Nield,1,male,https://www.wired.com/story/inside-backpage-vicious-battle-feds/
Theresa Braine,2,female,https://www.nydailynews.com/news/world/ny-arctic-fox-norway-inuit-canada-epic-trek-20190702-mxur6otdxjep5pvavclyvppf3i-story.html
Austin Williams,3,male,http://www.fox5ny.com/news/mexico-human-traffickers-crackdown
Ksenia Galouchko,1,unknown,https://finance.yahoo.com/news/investors-haven-t-bearish-since-080212229.html
Julia Boorstin,1,female,https://www.cnbc.com/2019/06/18/stock-market-wall-street-monitors-federal-reserve-meeting.html
Neil G. Ruiz,1,male,https://www.pewresearch.org/fact-tank/2019/06/17/worlds-population-is-projected-to-nearly-stop-growing-by-the-end-of-the-century/
Falene Nurse,1,unknown,https://slate.com/human-interest/2019/06/didi-winston-barbados-flag-waver-trans-pioneer.html
Jeremy Yoder,1,male,https://slate.com/human-interest/2019/06/gay-genetic-research-dna-screening-risks.html
Stephanie E. Jones-Rogers,2,female,https://slate.com/news-and-politics/2019/06/reparations-hearing-ta-nehisi-coates-danny-glover-2019.html
Scott Skinner-Thompson,2,male,https://slate.com/human-interest/2019/06/lgbtq-equality-movement-conservative-privilege.html
Hatice Cengiz,2,unknown,http://www.nytimes.com/2019/06/19/opinion/jamal-khashoggi-murder-saudia-arabia-trump.html
Gabriel Weinberg,2,male,http://www.nytimes.com/2019/06/19/opinion/facebook-google-privacy.html
Matthew Continetti,2,male,http://www.nytimes.com/2019/06/18/opinion/trump-2020-campaign.html
Mona Eltahawy,3,female,http://www.nytimes.com/2019/06/18/opinion/morsi-death-egypt.html
Francisco Goldman,2,male,http://www.nytimes.com/2019/06/18/opinion/guatemala-election.html
Paul Kiernan,2,male,https://www.wsj.com/articles/feds-powell-spoke-with-trump-in-may-amid-white-house-criticism-of-rate-policy-11562351983?mod=hp_major_pos11
J.S. Marcus,1,unknown,https://www.wsj.com/articles/old-intersects-with-new-in-this-former-dutch-church-11560955019?mod=hp_lead_pos11
Matt Brennan,4,male,http://www.latimes.com/entertainment/tv/la-et-st-euphoria-hbo-nude-photos-20190630-story.html
Play With Ray,1,unknown,http://www.latimes.com/entertainment/arts/la-et-cm-phil-contest-play-with-ray-finalists-20190619-story.html
Adam Hochschild,3,male,http://www.latimes.com/opinion/op-ed/la-oe-ben-affleck-hochschild-congo-foreign-aid-20190619-story.html#nt=barker
Andrea Nguyen,1,male,http://www.latimes.com/food/la-fo-banh-cuon-vietnamese-food-little-saigon-20190619-story.html
Juan Matute,2,male,http://www.latimes.com/opinion/livable-city/la-oe-matute-bus-metro-climate-change-emissions-20190618-story.html
Rachel Moscovich,1,female,http://www.latimes.com/opinion/op-ed/la-oe-moscovich-geriatric-envy-20190617-story.html
Diana Cai,1,female,https://www.bostonglobe.com/2019/06/20/business/healthcare/stat/experimental-drug-for-women-revives-an-intense-debate-on-sexual-desire/
Christopher Moriates,1,male,https://www.bostonglobe.com/2019/06/20/business/healthcare/stat/opinion-after-training-in-primary-care-we-arent-becoming-primary-care-docs/
Jack Turban,1,male,https://www.bostonglobe.com/2019/06/18/business/healthcare/stat/opinion-hospitals-are-a-missing-link-in-easing-the-opioid-crisis/
Saurabh Datar,2,unknown,https://apps.bostonglobe.com/metro/graphics/2019/05/21/newton-judge/
Sarah Price,1,female,https://dailycaller.com/2019/06/18/cocaine-bust-philadelphia/
Alec Sears,1,male,https://dailycaller.com/2019/06/17/sears-big-tech/
Rj Hauman,1,unknown,https://dailycaller.com/2019/06/17/hauman-border-crisis/
Ari Fleischer,1,male,https://www.foxnews.com/opinion/ari-fleischer-sarah-sanders-trump-press-secretary-white-house
Kif Leswing,1,unknown,https://businessinsider.com/ios-12-shortcut-uses-iphone-to-record-police-during-traffic-stop-2018-10
Mahmoud Mansour,3,male,http://arabic.rt.com/photolines/1028869-%D9%85%D8%A7-%D9%87%D9%8A-%D9%85%D8%AC%D9%85%D9%88%D8%B9%D8%A9-%D8%A7%D9%84%D9%80-20/
Arwa Ibrahim,1,unknown,https://www.aljazeera.com/news/2019/06/pressure-iraq-energy-independent-190618160614410.html
Al Jazeera,3,male,http://interactive.aljazeera.com/aje/2019/whats-happening-in-libya-explainer/index.html
Edi Rama,1,female,https://www.aljazeera.com/programmes/talktojazeera/2019/06/pm-edi-rama-elections-albania-ready-join-eu-190616083045152.html
Ilir Meta,1,unknown,https://www.aljazeera.com/programmes/talktojazeera/2019/06/ilir-meta-decision-cancel-albania-polls-contested-190616135049451.html
Sonia Gallego,1,female,https://www.aljazeera.com/news/2019/06/desperate-journeys-migrants-repatriated-3-weeks-stranded-tunisia-190619141920929.html
Malcolm Webb,1,male,https://www.aljazeera.com/news/2019/06/mali-attacks-villagers-flee-increasing-violence-190619140826138.html
Dong Yao-Hui,1,male,http://rss.cnn.com/~r/rss/cnn_topstories/~3/pegqqTViDcI/index.html
Sahil Lavingia,1,unknown,https://www.businessinsider.com/liberal-silicon-valley-engineer-moved-to-conservative-us-town-2019-6
Sherin Shibu,5,unknown,https://www.businessinsider.com/bill-gurley-investment-key-concepts-2019-7
Ellen Ioanes,4,female,https://www.businessinsider.com/trans-student-map-pesqueira-rotc-scholarship-2019-7
Jack Derwin,3,male,https://www.businessinsider.com.au/david-attenborough-slams-australias-failure-on-climate-change-and-says-he-will-never-forget-the-great-barrier-reef-2019-7
Greg Mckenna,3,male,https://www.businessinsider.com.au/leaders-to-do-prepare-australian-economy-slows-down-2019-7
Grant Tyler,1,male,https://www.businessinsider.com.au/taylor-swift-you-need-calm-down-music-video-details-missed-2019-6
Aleks Vickovich,1,male,https://www.businessinsider.com.au/cba-and-nab-pass-on-rba-interest-rate-cut-in-full-but-anz-announces-smaller-cut-of-just-0-18-2019-6
Zack Zwiezen,8,male,https://www.kotaku.com.au/2019/06/perhaps-the-best-bread-art-in-japan/
Monika Evstatieva,5,female,https://www.npr.org/2019/07/06/738458515/parallel-love-luxury-band-accident-eastern-orthodox-christian-priests
Jenny Slate,1,female,https://www.npr.org/2019/06/18/733735129/on-a-tiny-island-comedian-delivers-a-graduation-speech-for-one
Maire De Richelieu,1,female,https://www.huffingtonpost.fr/news/emploi/
Akhil Rao,1,male,https://www.politico.com/agenda/story/2019/06/13/robots-humans-moon-space-exploration-000901
Antjuan Seawright,1,unknown,https://www.foxnews.com/opinion/antjuan-seawright-democrats-trump-2020-election
Brian Logan,1,male,https://www.theguardian.com/stage/2019/jun/19/david-blaine-review-eventim-apollo-london-real-or-magic
Edmund White,1,male,https://www.theguardian.com/lifeandstyle/commentisfree/2019/jun/19/white-men-were-first-to-benefit-from-gay-liberation-but-it-cant-end-there
Courtney Yusuf,1,male,https://www.theguardian.com/music/2019/jun/19/reggae-sound-systems-naples
David Jesudason,1,male,https://www.theguardian.com/film/2019/jun/19/toy-story-visual-effects-renderman
Jane Caro,1,female,https://www.theguardian.com/music/2019/jun/19/the-monkees-review-nothing-left-to-prove-in-fun-and-moving-final-show
Jemima Skala,2,female,https://www.theguardian.com/film/2019/jun/24/teenagers-in-films-coming-of-age-good-boys-stand-by-me-boyhood
Will Vibert,1,male,https://www.theguardian.com/travel/2019/jun/19/10-best-cheap-restaurants-cafes-and-bars-milan-italy
Tim Cook,1,male,https://www.theguardian.com/commentisfree/2019/jun/19/tim-cook-if-youve-built-a-chaos-factory-you-cant-dodge-responsibility-for-the-chaos
Ethan Lou,1,male,https://www.theguardian.com/commentisfree/2019/jun/19/facebook-cryptocurrency-libra
Claire Mcglasson,1,male,https://www.theguardian.com/books/2019/jun/19/top-10-books-about-cults-claire-mcglasson-margaret-atwood-harukil-murakami
Matt Perdie,2,male,http://www.breitbart.com/videos/watch-angel-dad-how-many-need-to-die-before-aoc-stops-concentration-camp-rhetoric/#disqus_thread
In Court Complaint,1,female,https://www.foxnews.com/politics/amazon-pentagon-accused-of-swampy-dealings-over-10b-contract
Eric Shawn,1,male,https://www.foxnews.com/tech/illinois-says-its-prepared-for-another-election-hack
Capri Cafaro,2,female,https://www.foxnews.com/opinion/capri-cafaro-fair-and-festival-season-gives-2020-hopefuls-a-chance-to-meet-and-greet-and-eat
Deroy Murdock,5,unknown,http://www.foxnews.com/opinion/deroy-murdock-salute-to-america-made-fools-of-trumpophobes
Arnon Mishkin,3,unknown,http://www.foxnews.com/opinion/arnon-mishkin-first-dem-debates-help-solidify-the-leaders-of-the-pack
Scott Stump,3,male,https://www.today.com/news/bahamas-shark-attack-victim-shares-story-survival-t157533
Civil Eats,1,unknown,https://www.nbcnews.com/news/us-news/potentially-deadly-valley-fever-hitting-california-farmworkers-hard-worrying-researchers-n1017806
Zachary Zane,1,male,https://www.nbcnews.com/feature/nbc-out/thousands-teens-spared-conversion-therapy-due-state-bans-report-finds-n1019321
Emily Jashinsky,1,female,https://thefederalist.com/2019/06/18/taylor-swifts-need-calm-breathtakingly-elitist/
Jeff Mordock,1,male,https://www.washingtontimes.com/news/2019/jun/19/democrats-say-white-house-lawyer-refusing-let-hope/
Zainab Fattah,1,female,https://finance.yahoo.com/news/u-navy-presents-evidence-iran-110353112.html
Chiara Giordano,1,female,https://www.independent.co.uk/news/world/americas/alaska-teen-murder-denali-brehmer-cynthia-hoffman-darin-schilmiller-trial-police-a8964741.html
Joseph Trevithick,1,male,https://www.thedrive.com/the-war-zone/28591/russias-most-modern-warship-and-its-escorts-have-entered-the-caribbean-sea
Adam Starkey,1,male,https://metro.co.uk/2019/06/18/sex-doll-maker-creates-replicas-dead-partners-combat-loneliness-im-providing-comfort-9997632/ 
Thomas Urbain,3,male,https://news.yahoo.com/tiny-houses-entice-budget-conscious-americans-025529673.html
Tom Harris,2,male,https://www.telegraph.co.uk/news/2019/05/11/isil-extremists-using-instagram-promote-jihad-incite-support/
Tim Montgomerie,1,male,https://www.telegraph.co.uk/news/2019/06/19/australian-sperm-donor-wins-legal-battle-recognised-father/
